,channel,control,data,name,note,pitch,program,tempo,text,time,type,value,velocity,note_midi_value,note_velocity,note_time,note_seconds,octave,note_value,note_value_nmd,note_name,angle
508,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,14688,38.25,3.0,6.0,6,F#,180
509,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,14688,38.25,2.0,11.0,5,F,330
512,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,14784,38.5,3.0,4.0,4,E,120
513,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,14784,38.5,4.0,3.0,9,A,90
514,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,14784,38.5,2.0,11.0,5,F,330
515,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,14784,38.5,3.0,6.0,6,F#,180
520,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,14880,38.75,3.0,6.0,6,F#,180
522,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,14976,39.0,3.0,6.0,6,F#,180
523,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,14976,39.0,2.0,11.0,5,F,330
526,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,15072,39.25,2.0,11.0,5,F,330
527,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,15072,39.25,3.0,6.0,6,F#,180
530,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,15168,39.5,3.0,4.0,4,E,120
531,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,15168,39.5,4.0,3.0,9,A,90
532,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,15168,39.5,3.0,6.0,6,F#,180
533,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,15168,39.5,2.0,11.0,5,F,330
538,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,15264,39.75,4.0,3.0,9,A,90
539,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,15264,39.75,3.0,6.0,6,F#,180
542,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,15312,39.875,2.0,11.0,5,F,330
544,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,15360,40.0,3.0,6.0,6,F#,180
545,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,15360,40.0,2.0,11.0,5,F,330
548,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,15456,40.25,3.0,6.0,6,F#,180
549,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,15456,40.25,2.0,11.0,5,F,330
552,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,15552,40.5,2.0,11.0,5,F,330
553,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,15552,40.5,3.0,4.0,4,E,120
554,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,15552,40.5,4.0,3.0,9,A,90
555,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,15552,40.5,3.0,6.0,6,F#,180
560,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,15648,40.75,3.0,6.0,6,F#,180
562,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,15744,41.0,3.0,6.0,6,F#,180
563,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,15744,41.0,2.0,11.0,5,F,330
566,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,15840,41.25,3.0,6.0,6,F#,180
567,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,15840,41.25,2.0,11.0,5,F,330
570,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,15936,41.5,2.0,11.0,5,F,330
571,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,15936,41.5,3.0,4.0,4,E,120
572,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,15936,41.5,3.0,6.0,6,F#,180
573,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,15936,41.5,4.0,3.0,9,A,90
578,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,16032,41.75,4.0,3.0,9,A,90
579,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,16032,41.75,3.0,6.0,6,F#,180
582,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,16080,41.875,2.0,11.0,5,F,330
584,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,16128,42.0,2.0,11.0,5,F,330
585,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,16128,42.0,3.0,6.0,6,F#,180
588,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,16224,42.25,3.0,6.0,6,F#,180
589,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,16224,42.25,2.0,11.0,5,F,330
592,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,16320,42.5,3.0,6.0,6,F#,180
593,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,16320,42.5,2.0,11.0,5,F,330
594,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,16320,42.5,4.0,3.0,9,A,90
595,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,16320,42.5,3.0,4.0,4,E,120
600,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,16416,42.75,3.0,6.0,6,F#,180
602,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,16512,43.0,3.0,6.0,6,F#,180
603,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,16512,43.0,2.0,11.0,5,F,330
606,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,16608,43.25,2.0,11.0,5,F,330
607,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,16608,43.25,3.0,6.0,6,F#,180
610,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,16704,43.5,2.0,11.0,5,F,330
611,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,16704,43.5,4.0,3.0,9,A,90
612,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,16704,43.5,3.0,4.0,4,E,120
613,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,16704,43.5,3.0,6.0,6,F#,180
618,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,16800,43.75,4.0,3.0,9,A,90
619,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,16800,43.75,3.0,6.0,6,F#,180
622,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,16848,43.875,2.0,11.0,5,F,330
624,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,16896,44.0,2.0,11.0,5,F,330
625,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,16896,44.0,3.0,6.0,6,F#,180
628,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,16992,44.25,3.0,6.0,6,F#,180
629,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,16992,44.25,2.0,11.0,5,F,330
632,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,17088,44.5,3.0,4.0,4,E,120
633,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,17088,44.5,3.0,6.0,6,F#,180
634,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,17088,44.5,2.0,11.0,5,F,330
635,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,17088,44.5,4.0,3.0,9,A,90
640,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,17184,44.75,3.0,6.0,6,F#,180
642,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,17280,45.0,3.0,6.0,6,F#,180
643,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,17280,45.0,2.0,11.0,5,F,330
646,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,17376,45.25,3.0,6.0,6,F#,180
647,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,17376,45.25,2.0,11.0,5,F,330
650,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,17472,45.5,2.0,11.0,5,F,330
651,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,17472,45.5,4.0,3.0,9,A,90
652,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,17472,45.5,3.0,4.0,4,E,120
653,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,17472,45.5,3.0,6.0,6,F#,180
658,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,17568,45.75,3.0,6.0,6,F#,180
659,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,17568,45.75,4.0,3.0,9,A,90
662,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,17616,45.875,2.0,11.0,5,F,330
664,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,17664,46.0,3.0,6.0,6,F#,180
665,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,17664,46.0,2.0,11.0,5,F,330
668,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,17760,46.25,3.0,6.0,6,F#,180
669,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,17760,46.25,2.0,11.0,5,F,330
672,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,17856,46.5,3.0,4.0,4,E,120
673,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,17856,46.5,4.0,3.0,9,A,90
674,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,17856,46.5,3.0,6.0,6,F#,180
675,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,17856,46.5,2.0,11.0,5,F,330
680,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,17952,46.75,3.0,6.0,6,F#,180
682,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,18048,47.0,3.0,6.0,6,F#,180
683,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,18048,47.0,2.0,11.0,5,F,330
686,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,18144,47.25,2.0,11.0,5,F,330
687,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,18144,47.25,3.0,6.0,6,F#,180
690,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,18240,47.5,3.0,6.0,6,F#,180
691,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,18240,47.5,3.0,4.0,4,E,120
692,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,18240,47.5,2.0,11.0,5,F,330
693,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,18240,47.5,4.0,3.0,9,A,90
698,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,18336,47.75,4.0,3.0,9,A,90
699,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,18336,47.75,3.0,6.0,6,F#,180
702,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,18384,47.875,2.0,11.0,5,F,330
704,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,18432,48.0,3.0,6.0,6,F#,180
705,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,18432,48.0,2.0,11.0,5,F,330
708,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,18528,48.25,3.0,6.0,6,F#,180
709,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,18528,48.25,2.0,11.0,5,F,330
712,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,18624,48.5,3.0,6.0,6,F#,180
713,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,18624,48.5,3.0,4.0,4,E,120
714,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,18624,48.5,2.0,11.0,5,F,330
715,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,18624,48.5,4.0,3.0,9,A,90
720,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,18720,48.75,3.0,6.0,6,F#,180
722,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,18816,49.0,3.0,4.0,4,E,120
724,9.0,,,,48.0,,,,,4,note_on,,112.0,48.0,112.0,18864,49.125,4.0,0.0,0,C,0
726,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,18960,49.375,3.0,4.0,4,E,120
728,9.0,,,,40.0,,,,,4,note_on,,112.0,40.0,112.0,19008,49.5,3.0,4.0,4,E,120
730,9.0,,,,36.0,,,,,52,note_on,,112.0,36.0,112.0,19104,49.75,3.0,0.0,0,C,0
732,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,19200,50.0,3.0,6.0,6,F#,180
733,9.0,,,,49.0,,,,,0,note_on,,112.0,49.0,112.0,19200,50.0,4.0,1.0,7,G,30
734,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,19200,50.0,2.0,11.0,5,F,330
738,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,19296,50.25,3.0,6.0,6,F#,180
739,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,19296,50.25,2.0,11.0,5,F,330
742,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,19392,50.5,4.0,3.0,9,A,90
743,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,19392,50.5,3.0,4.0,4,E,120
744,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,19392,50.5,2.0,11.0,5,F,330
745,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,19392,50.5,3.0,6.0,6,F#,180
750,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,19488,50.75,3.0,6.0,6,F#,180
752,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,19584,51.0,3.0,6.0,6,F#,180
753,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,19584,51.0,2.0,11.0,5,F,330
756,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,19680,51.25,3.0,6.0,6,F#,180
757,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,19680,51.25,2.0,11.0,5,F,330
760,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,19776,51.5,3.0,6.0,6,F#,180
761,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,19776,51.5,4.0,3.0,9,A,90
762,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,19776,51.5,3.0,4.0,4,E,120
763,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,19776,51.5,2.0,11.0,5,F,330
768,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,19872,51.75,3.0,6.0,6,F#,180
769,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,19872,51.75,4.0,3.0,9,A,90
772,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,19920,51.875,2.0,11.0,5,F,330
774,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,19968,52.0,3.0,6.0,6,F#,180
775,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,19968,52.0,2.0,11.0,5,F,330
778,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,20064,52.25,2.0,11.0,5,F,330
779,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,20064,52.25,3.0,6.0,6,F#,180
782,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,20160,52.5,2.0,11.0,5,F,330
783,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,20160,52.5,3.0,6.0,6,F#,180
784,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,20160,52.5,3.0,4.0,4,E,120
785,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,20160,52.5,4.0,3.0,9,A,90
790,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,20256,52.75,3.0,6.0,6,F#,180
792,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,20352,53.0,3.0,6.0,6,F#,180
793,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,20352,53.0,2.0,11.0,5,F,330
796,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,20448,53.25,2.0,11.0,5,F,330
797,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,20448,53.25,3.0,6.0,6,F#,180
800,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,20544,53.5,3.0,6.0,6,F#,180
801,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,20544,53.5,4.0,3.0,9,A,90
802,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,20544,53.5,2.0,11.0,5,F,330
803,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,20544,53.5,3.0,4.0,4,E,120
808,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,20640,53.75,3.0,6.0,6,F#,180
809,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,20640,53.75,4.0,3.0,9,A,90
812,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,20688,53.875,2.0,11.0,5,F,330
814,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,20736,54.0,3.0,6.0,6,F#,180
815,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,20736,54.0,2.0,11.0,5,F,330
818,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,20832,54.25,3.0,6.0,6,F#,180
819,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,20832,54.25,2.0,11.0,5,F,330
822,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,20928,54.5,3.0,4.0,4,E,120
823,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,20928,54.5,2.0,11.0,5,F,330
824,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,20928,54.5,3.0,6.0,6,F#,180
825,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,20928,54.5,4.0,3.0,9,A,90
830,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,21024,54.75,3.0,6.0,6,F#,180
832,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,21120,55.0,3.0,6.0,6,F#,180
833,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,21120,55.0,2.0,11.0,5,F,330
836,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,21216,55.25,2.0,11.0,5,F,330
837,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,21216,55.25,3.0,6.0,6,F#,180
840,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,21312,55.5,2.0,11.0,5,F,330
841,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,21312,55.5,3.0,4.0,4,E,120
842,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,21312,55.5,3.0,6.0,6,F#,180
843,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,21312,55.5,4.0,3.0,9,A,90
848,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,21408,55.75,4.0,3.0,9,A,90
849,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,21408,55.75,3.0,6.0,6,F#,180
852,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,21456,55.875,2.0,11.0,5,F,330
854,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,21504,56.0,2.0,11.0,5,F,330
855,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,21504,56.0,3.0,6.0,6,F#,180
858,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,21600,56.25,2.0,11.0,5,F,330
859,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,21600,56.25,3.0,6.0,6,F#,180
862,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,21696,56.5,2.0,11.0,5,F,330
863,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,21696,56.5,4.0,3.0,9,A,90
864,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,21696,56.5,3.0,6.0,6,F#,180
865,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,21696,56.5,3.0,4.0,4,E,120
870,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,21792,56.75,3.0,6.0,6,F#,180
872,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,21888,57.0,3.0,6.0,6,F#,180
873,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,21888,57.0,2.0,11.0,5,F,330
876,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,21984,57.25,2.0,11.0,5,F,330
877,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,21984,57.25,3.0,6.0,6,F#,180
880,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,22080,57.5,3.0,6.0,6,F#,180
881,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,22080,57.5,3.0,4.0,4,E,120
882,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,22080,57.5,4.0,3.0,9,A,90
883,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,22080,57.5,2.0,11.0,5,F,330
888,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,22176,57.75,4.0,3.0,9,A,90
889,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,22176,57.75,3.0,6.0,6,F#,180
892,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,22224,57.875,2.0,11.0,5,F,330
894,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,22272,58.0,2.0,11.0,5,F,330
895,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,22272,58.0,3.0,6.0,6,F#,180
898,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,22368,58.25,3.0,6.0,6,F#,180
899,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,22368,58.25,2.0,11.0,5,F,330
902,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,22464,58.5,4.0,3.0,9,A,90
903,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,22464,58.5,3.0,6.0,6,F#,180
904,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,22464,58.5,2.0,11.0,5,F,330
905,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,22464,58.5,3.0,4.0,4,E,120
910,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,22560,58.75,3.0,6.0,6,F#,180
912,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,22656,59.0,2.0,11.0,5,F,330
913,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,22656,59.0,3.0,6.0,6,F#,180
916,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,22752,59.25,3.0,6.0,6,F#,180
917,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,22752,59.25,2.0,11.0,5,F,330
920,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,22848,59.5,3.0,6.0,6,F#,180
921,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,22848,59.5,2.0,11.0,5,F,330
922,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,22848,59.5,3.0,4.0,4,E,120
923,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,22848,59.5,4.0,3.0,9,A,90
928,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,22944,59.75,3.0,6.0,6,F#,180
929,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,22944,59.75,4.0,3.0,9,A,90
932,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,22992,59.875,2.0,11.0,5,F,330
934,9.0,,,,42.0,,,,,4,note_on,,88.0,42.0,88.0,23040,60.0,3.0,6.0,6,F#,180
935,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,23040,60.0,2.0,11.0,5,F,330
938,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,23136,60.25,3.0,6.0,6,F#,180
939,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,23136,60.25,2.0,11.0,5,F,330
942,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,23232,60.5,3.0,4.0,4,E,120
943,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,23232,60.5,2.0,11.0,5,F,330
944,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,23232,60.5,4.0,3.0,9,A,90
945,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,23232,60.5,3.0,6.0,6,F#,180
950,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,23328,60.75,3.0,6.0,6,F#,180
952,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,23424,61.0,2.0,11.0,5,F,330
953,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,23424,61.0,3.0,6.0,6,F#,180
956,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,23520,61.25,2.0,11.0,5,F,330
957,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,23520,61.25,3.0,6.0,6,F#,180
960,9.0,,,,40.0,,,,,52,note_on,,112.0,40.0,112.0,23616,61.5,3.0,4.0,4,E,120
961,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,23616,61.5,3.0,6.0,6,F#,180
962,9.0,,,,51.0,,,,,0,note_on,,112.0,51.0,112.0,23616,61.5,4.0,3.0,9,A,90
963,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,23616,61.5,2.0,11.0,5,F,330
968,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,23712,61.75,4.0,3.0,9,A,90
969,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,23712,61.75,3.0,6.0,6,F#,180
972,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,23760,61.875,2.0,11.0,5,F,330
974,9.0,,,,35.0,,,,,4,note_on,,112.0,35.0,112.0,23808,62.0,2.0,11.0,5,F,330
975,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,23808,62.0,3.0,6.0,6,F#,180
978,9.0,,,,35.0,,,,,52,note_on,,112.0,35.0,112.0,23904,62.25,2.0,11.0,5,F,330
979,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,23904,62.25,3.0,6.0,6,F#,180
982,9.0,,,,51.0,,,,,52,note_on,,112.0,51.0,112.0,24000,62.5,4.0,3.0,9,A,90
983,9.0,,,,35.0,,,,,0,note_on,,112.0,35.0,112.0,24000,62.5,2.0,11.0,5,F,330
984,9.0,,,,40.0,,,,,0,note_on,,112.0,40.0,112.0,24000,62.5,3.0,4.0,4,E,120
985,9.0,,,,42.0,,,,,0,note_on,,88.0,42.0,88.0,24000,62.5,3.0,6.0,6,F#,180
990,9.0,,,,42.0,,,,,52,note_on,,88.0,42.0,88.0,24096,62.75,3.0,6.0,6,F#,180
